文学	11509987
中心	11492311
只有	11398741
大学	11315749
时候	11297316
生	11296863
制	11220789
传统	11191740
进	11175222
自	11107682
商品	11028946
力	11014676
直接	10982685
局	10966982
一切	10946616
年代	10927507
实行	10918606
时期	10903763
不断	10891979
百	10677444
或者	10650047
当时	10629224
产	10622501
发	10585563
阶段	10578986
还是	10572232
利益	10545095
不仅	10499761
体制	10491568
标准	10483222
价格	10480047
处	10475286
项目	10453597
应该	10440373
土地	10426423
以后	10425356
学生	10421592
利用	10365226
斗争	10330747
民主	10330260
另	10327763
参加	10295817
合作	10284573
行	10273569
结果	10269780
完成	10265511
再	10249458
相	10217950
虽然	10190768
所有	10167495
任务	10031113
保护	9940335
反映	9933406
想	9866818
事业	9825423
进一步	9795997
点	9794159
学校	9782156
范围	9771763
日本	9735212
名	9711238
学习	9661316
类	9646110
处理	9606520
经验	9605683
越	9597858
办法	9558417
应当	9532291
却	9527764
开发	9527615
完全	9501679
任何	9501062
话	9486458
控制	9480421
联系	9454209
书	9421193
以上	9418263
收入	9404136
执行	9400714
原因	9393340
些	9383438
目前	9340280
贸易	9315777
财政	9313849
矛盾	9304417
实践	9299506
世纪	9294686
现	9281620
目标	9244576
之后	9206099
上海	9205591
战争	9172471
天	9167257
现代	9161710
页	9123083
地位	9120470
责任	9117238
工程	9111455
程度	9094727
发现	9092851
取得	9048057
这里	9026205
报告	9005934
指出	8930168
采取	8884560
职工	8775993
目的	8754823
因	8747659
才	8731528
成立	8663881
体系	8657422
充分	8641158
条	8594853
带	8586697
量	8570963
开展	8537703
国民	8520517
方	8503927
促进	8500156
现实	8497511
统一	8494572
正	8488903
实施	8483962
人类	8483710
国内	8481622
加	8438919
能够	8431173
竞争	8405449
专业	8376047
只是	8371912
科技	8359531
大会	8349022
说明	8331322
达到	8296751
规模	8276422
工	8264636
质量	8194619
它们	8176994
那么	8145602
注意	8133985
扩大	8101576
面	8077857
岁	8073856
出口	8068561
定	8066562
力量	8061713
选择	8037825
继续	8036144
自由	8033513
如何	8010626
率	7982108
主	7957866
业务	7952407
意识	7943000
哲学	7942777
非	7929201
按照	7917769
创造	7912803
措施	7911378
共同	7906378
才能	7899809
正确	7891956
结合	7890061
严重	7882454
因素	7859398
金融	7834040
全面	7827343
获得	7814601
支持	7800127
根本	7760634
受	7757453
特点	7739977
发挥	7734482
收	7711990
意见	7707048
现象	7677395
提	7672866
受到	7660198
调整	7638813
消费	7638135
甚至	7635446
统计	7604479
战略	7594920
以来	7591533
开	7586872
场	7571264
建筑	7569120
造成	7555378
机关	7542846
变	7531431
工人	7525673
商业	7508232
安全	7427370
保证	7427014
十分	7422903
未	7422482
占	7413011
随	7338122
让	7330253
入	7327593
联合	7326870
语言	7325475
员	7322513
过去	7269348
节	7264554
指导	7257695
一点	7245158
讨论	7244193
努力	7243718
确定	7230884
从而	7196687
文	7132854
首先	7051018
有效	7028941
组	7017498
时代	7008777
出来	6975957
不可	6974910
呢	6956523
一样	6946958
整个	6934888
事实	6932029
作品	6927745
综合	6913533
稳定	6900139
经过	6870369
重点	6859783
家庭	6839723
干部	6833256
制定	6800732
领域	6798241
开放	6797965
斯	6755411
重大	6738166
坚持	6735352
非常	6730227
走	6729844
东西	6696851
教学	6682178
最后	6681535
材料	6665118
以下	6650885
美	6619581
设备	6610138
效益	6598381
设计	6597709
改变	6595066
负责	6548994
考虑	6543066
机制	6536145
动	6528060
监督	6520972
孩子	6520128
保险	6507997
写	6504819
必要	6501194
合理	6474555
真正	6458798
困难	6448896
千	6446820
当然	6426734
明确	6426673
独立	6416146
引起	6361697
有限	6360141
希望	6355762
理	6340299
度	6326132
怎么	6317112
国有	6309949
集中	6295997
达	6295610
观点	6284837
论	6283073
表示	6222297
今天	6221159
观念	6190852
报	6176874
委员	6173783
人物	6172307
相当	6158698
接受	6146517
集团	6139544
集体	6128642
然而	6125955
实	6100251
长期	6093831
民	6078086
住	6072941
届	6061430
件	6052439
问	6030269
据	6024530
内部	6020754
合同	5984673
物质	5982146
院	5981796
文章	5973334
手段	5968162
物	5966198
重	5961182
样	5933893
主体	5933659
同志	5927133
是否	5919955
按	5897478
主席	5897317
系	5893723
现代化	5887158
中华	5873651
体	5867447
那些	5853719
性质	5835907
分配	5835332
没	5826926
规律	5820821
低	5811448
大量	5811422
了解	5788737
作出	5782120
军事	5777298
分子	5774249
尔	5754045
有些	5750193
规划	5746324
军	5742425
回	5741864
权利	5739653
功能	5728679
创作	5717210
不得	5716549
最大	5699793
例如	5696925
并且	5695607
全部	5694912
特殊	5689594
反对	5679586
仍	5678962
香港	5677921
很多	5653580
新闻	5643404
理解	5603439
准备	5573644
成功	5572784
言	5568228
重视	5556700
式	5552400
法院	5545206
适应	5529853
行业	5512313
机	5506672
作者	5506324
台湾	5485713
卫生	5485091
青年	5464831
因而	5462084
成本	5462061
状况	5457137
数	5455682
关	5434431
明显	5428156
快	5419122
对象	5411118
马克思	5403067
期间	5395082
指	5393726
妇女	5387954
团	5387301
需求	5374664
强调	5360680
工资	5342009
普遍	5341926
上述	5320610
减少	5319407
中共	5315300
道	5302215
如此	5301150
保持	5298921
宣传	5298824
相互	5283490
极	5267965
政	5264536
美元	5250294
西方	5237587
客观	5236521
分别	5235056
改造	5221664
犯罪	5215068
国民党	5212147
一起	5210045
尤其	5208646
培养	5204919
见	5196164
应用	5189313
文件	5184573
逐步	5179978
行动	5171445
错误	5162279
版	5161437
帮助	5155024
发表	5147694
副	5146099
模式	5139209
然后	5126120
展	5125179
表	5120128
符合	5114634
态度	5104165
厂	5104085
费	5086266
值	5073880
召开	5063048
区域	5054541
概念	5051727
队	5050936
教师	5044167
广泛	5041661
特	5035318
学术	5030914
一直	5017417
先进	5012198
方针	5010098
完善	5000120
采用	4990845
心理	4989901
交通	4983658
国务院	4978335
义	4971659
设	4964386
强	4954169
仍然	4944924
解释	4937540
先生	4929450
往往	4924358
界	4882262
培训	4878856
相关	4878819
子	4866786
不过	4865406
体现	4859900
特征	4859144
史	4846405
卷	4835145
丰富	4832710
仅	4830442
多数	4825995
复杂	4821839
粮食	4815782
生产力	4811190
大家	4791000
销售	4790353
无法	4780696
超过	4780679
一部分	4763624
正在	4751671
评价	4745823
优势	4745633
程序	4725538
状态	4716962
便	4716280
共产党	4715273
人才	4712743
成果	4708833
制造	4707887
本身	4703263
进步	4700657
形势	4697738
形象	4689737
相对	4682750
批准	4679442
参与	4677028
品	4673078
安排	4671921
基金	4670349
推动	4649660
代	4648858
文明	4638948
你们	4638033
共和国	4637036
规范	4629269
介绍	4625729
举行	4625614
办	4620656
广大	4614658
发达	4611066
为什么	4608706
证明	4606568
对外	4599119
交易	4591903
保障	4591628
迅速	4588592
进入	4560687
档案	4559734
居民	4556826
货币	4554686
调查	4548494
外国	4540290
在于	4539899
指标	4539833
方向	4538959
利于	4537737
限制	4529381
生命	4526775
成员	4521804
平均	4521429
解放	4519828
满足	4506966
创新	4502151
建	4499480
左右	4493997
构成	4488950
从事	4471151
胜利	4466290
英国	4438938
音乐	4437577
作家	4429146
原	4428849
称	4422919
心	4422333
恢复	4420781
巨大	4419201
利	4413598
既	4410528
权力	4409536
一条	4403829
贡献	4397004
远	4394338
资	4381011
任	4378022
自身	4375688
数据	4374142
税	4369574
题	4362799
曾	4362084
更加	4346792
同样	4336990
故事	4328468
尽管	4322806
一致	4310585
网络	4298665
号	4285326
读者	4280092
数量	4273818
公共	4270373
道德	4254742
证	4252453
部队	4251689
运用	4245757
米	4238636
导致	4238608
运输	4227957
贷款	4224258
听	4224024
必然	4219917
协调	4219044
系列	4215144
吗	4214841
决策	4209779
建议	4206852
此外	4204263
道路	4197710
近	4164189
宗教	4153121
感到	4152416
电影	4135876
似乎	4131173
水	4130041
多年	4108022
方案	4104332
职业	4100114
计算	4099738
难	4097156
工具	4090321
效果	4087685
突出	4086139
无论	4084965
共	4084844
务	4079539
增	4072667
有人	4065212
不足	4047630
交流	4039973
除了	4036175
以前	4035972
计	4032279
当前	4028890
加以	4027396
速度	4025364
缺乏	4024985
学院	4020743
章	4019690
简单	4014188
金	4013149
旅游	4005377
组成	3989000
电子	3978009
事情	3972255
各地	3970481
表明	3966535
编辑	3962792
反	3961995
怎样	3956016
县	3953532
觉得	3953207
汽车	3953050
严格	3951185
属于	3944575
下降	3941540
机会	3940299
相同	3939043
少数	3933658
改善	3928821
商	3928369
掌握	3928179
各国	3906359
均	3905372
余	3901758
合	3897182
形态	3893559
风险	3887957
深	3879523
劳动力	3879438
就业	3878508
战	3874490
双方	3867292
电话	3859805
逐渐	3858351
另外	3850763
比例	3848120
然	3843482
所谓	3842729
路	3841824
小说	3841612
依据	3835788
深入	3830117
通知	3799132
信	3798541
面积	3781449
观	3780813
各个	3777641
学者	3770708
文字	3769282
委	3766767
设施	3763506
of	3763164
公	3761933
给予	3758860
事件	3755170
破坏	3751420
只要	3748111
I	3745182
正式	3742559
趋势	3739800
申请	3719725
发行	3706504
和平	3700195
明	3688206
角度	3675264
约	3672180
产值	3671976
重新	3671300
几乎	3664475
认真	3662038
批	3658297
需	3657911
后来	3656232
额	3653911
增强	3647413
济	3643417
专门	3634554
费用	3629926
真实	3629832
下来	3622673
供应	3621319
维护	3618185
关键	3617258
空间	3598952
专家	3597263
放	3591344
乡镇	3589934
处于	3588412
义务	3587254
欧洲	3584467
教	3577158
伟大	3576891
贯彻	3574473
价	3572386
馆	3567464
肯定	3566696
整体	3565183
门	3564111
型	3562931
图书	3562268
决	3561229
类型	3552698
那样	3549167
the	3544748
款	3544562
涉及	3541695
容易	3541341
医疗	3537281
象	3530918
每年	3527279
职能	3526328
电视	3522878
承担	3509026
良好	3489358
推进	3489270
主张	3470801
持续	3470299
转变	3465406
军队	3464682
朋友	3462525
运行	3458877
拥有	3458834
深刻	3456684
真	3452936
清楚	3452651
财产	3446913
健康	3445575
难以	3442913
结束	3439869
最高	3437872
承认	3430791
事物	3417714
正常	3417411
篇	3417271
校	3415775
显	3413485
太	3406569
路线	3402052
之前	3397718
份	3394409
意	3375575
法规	3352612
密切	3348642
机械	3331151
队伍	3330656
追求	3330538
基	3326995
交	3323442
列	3323230
思维	3321191
平衡	3320162
打	3312997
知	3311267
改	3303959
适用	3297581
除	3289310
活	3269946
即使	3256636
农	3247924
讲	3244030
一天	3236111
主任	3235712
毛泽东	3234578
未来	3230766
特色	3228217
初	3225927
科	3224133
批评	3222863
自我	3213828
经常	3193271
宏观	3193254
城镇	3185433
其它	3184764
层次	3183308
降低	3183188
查	3179038
段	3176214
清	3173070
字	3166660
避免	3166442
实验	3164289
转移	3162349
效率	3158116
核心	3158016
当地	3155905
德	3151537
通	3151396
损失	3133399
站	3133366
术	3130385
同意	3130333
及时	3119318
际	3118827
探索	3113375
设立	3111120
流动	3103500
差异	3100138
立法	3094881
出发	3094651
儿童	3092941
值得	3089626
死	3089451
外交	3087798
生态	3087517
最终	3085317
主管	3079679
父亲	3072072
管	3071597
不要	3070643
落实	3060242
来源	3059195
全球	3056369
抓	3047436
司法	3046831
加快	3045917
留	3043770
电	3040861
图	3037588
上升	3033896
战斗	3028043
逻辑	3028006
室	3027850
台	3024044
本质	3020603
倍	3019155
请	3017918
今后	3016167
进口	3016035
求	3015968
多少	3015133
高度	3012781
法国	3012619
像	3011881
相应	3010309
素质	2998004
情	2984747
选举	2982797
立	2982087
车	2978300
平等	2977206
选	2974527
统治	2972392
令	2963237
显示	2956351
诉讼	2949350
总体	2947730
固定	2945056
感	2942864
训练	2940628
不知	2938348
感觉	2936938
理想	2936239
亚	2933178
可是	2929032
文艺	2926871
所有制	2926125
那里	2925444
冲突	2922955
尽	2921787
己	2921081
经历	2920853
层	2906072
检查	2900977
加工	2896694
有着	2890314
比重	2886350
钱	2881205
么	2881072
秩序	2873952
苏联	2866224
母亲	2861363
协议	2858712
投入	2857316
毕业	2854439
鼓励	2853319
且	2850853
公开	2847855
谈	2847847
产权	2842882
一下	2837795
著名	2837134
一段	2835889
适当	2830951
别	2819010
今年	2817304
厘米	2806782
联	2805003
报道	2803621
找到	2801989
线	2800514
步	2799633
支	2797315
记者	2795811
也许	2795105
案件	2793036
强烈	2785722
小组	2781005
绝	2769077
登记	2767879
先	2758327
民间	2757275
危机	2755835
一步	2754464
单	2754307
国外	2742881
税收	2742099
显然	2736401
针对	2730804
持	2730624
基层	2725449
学科	2719035
病	2717045
视	2715023
德国	2712039
死亡	2708716
武装	2705706
团体	2704913
认	2701403
允许	2697530
质	2697368
规则	2696675
如下	2695049
华	2689101
部长	2682783
敌人	2682455
考察	2679370
观察	2676809
探讨	2676770
西	2676179
生物	2659786
克	2658764
面临	2644550
结论	2643831
共产	2643218
小时	2642227
总结	2638325
操作	2637598
结	2635463
人生	2632824
印度	2631029
生育	2628989
准	2628870
倾向	2627578
协会	2616155
工会	2613365
办事	2609624
体育	2609277
手	2602136
不久	2600406
支出	2599275
抗日	2598297
女	2596427
条例	2596151
积累	2591551
背景	2588935
拉	2588488
传播	2587469
案	2586199
必	2585341
传	2582271
指挥	2571701
落后	2570132
股份	2568176
产量	2564334
封建	2557253
个体	2550824
绝对	2550793
团结	2548602
初步	2548089
年底	2547422
公民	2546200
优秀	2544565
大力	2543565
利润	2542146
始终	2542105
完整	2539198
党员	2537946
人大	2532134
医院	2527816
and	2524986
杂志	2524860
调	2521519
发出	2521251
进程	2520152
统	2519572
年轻	2510417
位置	2510210
班	2506196
户	2505713
推广	2500310
指示	2498329
喜欢	2496208
打击	2494278
规	2486398
究	2486213
意思	2486071
仅仅	2485282
记载	2484310
老	2478178
原来	2473722
保	2471078
告诉	2465820
目	2464388
习惯	2462736
证券	2459913
意味	2459065
找	2456805
设置	2455771
夫	2454072
调节	2452455
压力	2440845
政权	2438349
帝国	2436506
总统	2435754
有力	2433328
依靠	2433303
早	2428809
程	2428721
外资	2427912
途径	2425240
巩固	2423949
成绩	2421799
转	2421489
石油	2419317
交换	2417077
办公室	2412999
科研	2412408
消息	2411590
房	2409574
解	2406555
食品	2404242
这么	2403539
特定	2403099
词	2402828
城	2401584
合法	2401376
财务	2396091
审计	2393973
具	2388228
占有	2385352
计算机	2382805
流通	2381371
本文	2380668
立即	2376339
其实	2376270
教授	2374951
工商	2366597
日益	2364543
古代	2364054
秘书	2363986
族	2361694
看法	2360500
经费	2357576
师	2355672
格	2354675
表达	2351749
育	2351721
事务	2351375
宪法	2348795
批判	2347568
评论	2345496
眼睛	2343382
种种	2339008
供	2338488
形	2331225
器	2329732
改进	2328540
污染	2327793
彻底	2325413
于是	2320423
支付	2313566
助	2313170
人士	2312541
依法	2309315
普通	2303904
预算	2303641
吨	2301673
引进	2300348
举办	2297990
武器	2297593
可见	2293811
公里	2293612
人均	2292365
坚决	2292173
补充	2291606
以外	2291464
能源	2285519
失败	2285373
同一	2284754
原始	2284396
回答	2282400
多样	2279746
兴趣	2278994
关注	2278237
生存	2277819
修改	2277584
高等	2276250
职务	2271923
代理	2270222
至少	2270098
日报	2267525
实质	2261553
爸	2261066
接	2258941
相信	2256289
记录	2253573
南	2253218
前提	2248512
情形	2244826
命令	2241799
广告	2241371
那个	2240757
典型	2239591
试验	2239104
基地	2238094
取	2236932
东	2236444
有时	2230731
常	2224862
总额	2216275
决议	2215960
标志	2214865
治理	2213949
危险	2213301
平方	2210210
数字	2205419
予以	2202711
贫困	2202670
引导	2199503
名称	2195691
张	2193983
高级	2187561
包含	2186942
把握	2185561
平	2184360
唯物	2183788
学报	2182738
争取	2182641
配合	2182188
失去	2180546
派	2173664
专	2171063
欢迎	2170428
司	2168958
若干	2168054
用户	2164096
使得	2163001
导	2160350
通常	2160269
参考	2156494
头	2156129
社区	2155861
曾经	2154926
戏剧	2153154
句	2150532
离开	2147831
记	2146493
维持	2145934
分布	2142881
村	2140521
思考	2135625
互相	2135087
年度	2132374
人数	2130137
全体	2127443
讲话	2125002
化学	2123342
经理	2116603
工厂	2115576
企	2114781
抗战	2113184
书记	2113030
以为	2105779
治	2104783
诗人	2103784
儿子	2102693
先后	2099233
连续	2092177
分类	2091643
外汇	2091345
文献	2087796
口	2086784
群体	2084897
果	2083559
争	2082056
看见	2079744
首	2071876
想到	2071750
动力	2071311
局面	2068026
关心	2067159
识	2064619
承包	2064295
准确	2060300
具备	2056270
环节	2055327
离	2055094
亩	2053235
继承	2052893
担任	2050888
说法	2050865
述	2050416
须	2047160
身份	2045373
势力	2045134
朝鲜	2042453
不但	2039798
购买	2038775
运	2035806
祖国	2033885
区别	2030920
停止	2026935
一句	2022350
检验	2022155
农产品	2015236
负	2012053
算	2005995
谈判	2003770
判断	2003195
刑事	2001398
法制	1996698
防止	1992861
愿意	1991412
下去	1988566
违反	1988385
推行	1988186
走向	1988110
身体	1986280
马	1982998
课程	1980433
做法	1977577
主题	1976649
议	1975409
西部	1974893
大型	1974278
常常	1969313
当事人	1966046
物价	1965928
幅度	1959636
垄断	1958612
获	1957539
近年	1957200
况	1956335
最近	1954269
成就	1953502
地产	1952003
谁	1951121
大大	1949935
父母	1949841
女性	1949202
科学院	1947829
健全	1946682
访问	1946072
描述	1942835
始	1941864
编制	1939929
吸引	1934882
国营	1927704
确	1927198
划分	1926465
有利	1925744
确实	1924788
终于	1924247
货物	1921799
山东	1917339
股票	1915148
类似	1907639
居住	1907518
再次	1904205
反应	1903599
广州	1900262
收购	1897743
机器	1897569
感情	1897350
会计	1896812
命	1893627
动物	1893333
少年	1892925
制约	1891684
搞	1889866
集	1889587
专利	1888842
确立	1888581
相反	1885411
收益	1883650
深化	1881776
检	1881361
治疗	1880591
办理	1880540
负担	1879574
情报	1879208
观众	1876638
福利	1875464
以便	1874542
咨询	1873216
渠道	1872368
不够	1868194
语	1868010
别人	1864384
发布	1862561
遇	1862501
她们	1860627
存	1856471
处罚	1852809
并非	1851418
临时	1850821
大陆	1850270
编	1849736
否定	1849301
州	1848526
去年	1847956
注册	1847658
风格	1847275
外部	1847039
短	1846269
各自	1845769
切实	1845726
套	1843878
至今	1841516
尚未	1841248
何	1838966
变动	1838851
突破	1836536
物资	1833703
侵略	1833540
海	1832554
差别	1832344
常委	1828436
回来	1827655
课题	1826784
理性	1823931
否则	1823426
一家	1823034
府	1822477
评估	1822109
女人	1820630
年龄	1820579
厅	1820334
大小	1815770
技	1813998
地理	1813618
进展	1807115
投	1804044
唯	1802662
紧张	1802441
广播	1801052
直到	1799821
自主	1798708
构	1796541
激烈	1795053
主导	1793396
史上	1791761
神	1791242
无疑	1789963
繁荣	1787969
痛苦	1785674
国防	1785472
调控	1785409
审判	1783983
差	1783052
强大	1781941
小学	1781527
展开	1781292
下列	1781162
您	1771692
私营	1771457
著作	1771453
民国	1771205
宣布	1768724
供给	1768683
半	1767395
永远	1765830
三次	1761757
职	1761474
当代	1760961
片	1760100
定义	1759354
详细	1758395
半年	1755979
充满	1755909
维	1754729
忽视	1753480
签订	1752808
人力	1751941
至于	1751708
进攻	1751336
一方	1751175
学会	1748751
造	1748269
情绪	1747854
履行	1745659
总理	1743432
强化	1742285
公路	1737041
中间	1735807
安	1733723
策略	1733596
股	1732920
营	1732456
其次	1729906
毫	1727310
官	1727266
慢	1727033
轻	1724908
寻找	1723910
内在	1723005
广	1721025
比如	1718996
政协	1718950
剥削	1718557
连	1718195
全市	1714706
靠	1713968
差距	1711022
许可	1709491
料	1708384
明白	1708296
读	1707543
奋斗	1706085
往	1704208
联合国	1704066
晚上	1702508
膨胀	1702402
模型	1702051
条约	1700429
协商	1700406
身上	1700068
布	1697695
南京	1697210
尊重	1695701
营业	1694597
响	1693906
自觉	1689162
考古	1687473
委托	1685963
自治	1685507
损害	1675080
更新	1673482
奴隶	1672771
境	1669438
要素	1666853
划	1666495
立场	1665862
世	1663659
真理	1661139
理由	1660902
面前	1658446
房屋	1657657
主持	1656126
转化	1656034
角色	1654624
权益	1652520
备	1652494
加入	1651667
变革	1649450
失业	1646328
in	1645758
伦理	1645398
威胁	1644307
岗位	1642853
吸收	1642088
保留	1641361
铁路	1638922
标	1635868
多元	1633214
接触	1631620
挑战	1629731
拒绝	1629421
报纸	1629256
演出	1629199
成熟	1627639
顺利	1625238
楼	1625195
信贷	1624141
突然	1621555
家里	1617479
私人	1617280
官员	1615942
下面	1615645
亚洲	1614537
优化	1612274
配置	1611637
熟悉	1611308
违法	1610751
翻译	1606585
下午	1604601
公布	1601757
不管	1600434
想象	1599462
主动	1599414
初期	1599309
实力	1596597
成长	1595823
流	1595351
办公	1594399
过渡	1593784
例	1591782
否	1590052
东北	1588331
艰苦	1584838
外商	1584597
感受	1583501
信用	1583262
发动	1581709
股东	1580272
极为	1579875
京	1579483
城乡	1578934
教训	1577184
消除	1574004
协定	1571553
研	1569842
秘密	1568298
士	1566543
配套	1563716
确保	1563441
易	1562013
证据	1560943
织	1560660
估计	1558894
情感	1556681
预测	1552942
亦	1549960
住房	1546878
整顿	1545380
大革命	1544601
当局	1544466
基于	1543566
纪律	1543486
阶层	1543356
克服	1542702
上来	1540213
婚姻	1539987
纳税	1538401
身	1538328
所有权	1538010
北	1536508
享受	1535311
跟	1535041
色彩	1534569
诗歌	1532631
工艺	1532040
源	1530916
依赖	1521902
种植	1519963
森林	1518539
公平	1518029
得以	1515773
压迫	1515351
天津	1514927
快速	1514704
软件	1514009
日常	1513677
较为	1511852
表演	1511828
独特	1507137
拿	1507095
爱	1506923
可靠	1504621
公元	1501984
效	1501170
零售	1498944
全民	1496426
近代	1496005
作战	1493055
职责	1490541
乡村	1489090
客户	1488656
主观	1486938
革	1486515
色	1485866
周	1485659
资格	1485537
送	1483001
旧	1482520
执法	1477423
减	1475402
公斤	1475334
买	1475320
气候	1473720
试点	1472825
一旦	1472386
民事	1469325
附近	1468896
领	1465849
医学	1465615
利率	1465131
益	1464601
紧	1461159
危害	1460000
约束	1459667
通讯	1459377
个性	1455542
工业化	1454949
对待	1452852
中小	1452763
象征	1451031
依照	1450888
人民币	1450499
干	1450469
存款	1449540
原理	1449369
赔偿	1449061
势	1447768
概括	1447619
众	1447240
请求	1444532
检察	1442593
动作	1441333
植物	1439308
声	1432998
转换	1432473
怀疑	1431484
出席	1430817
紧密	1429962
行使	1429603
节目	1429471
税务	1429114
通信	1428777
深圳	1427721
一代	1426813
腐败	1426644
将来	1426539
活力	1426150
禁止	1425348
超越	1424880
制订	1424451
一块	1422221
幸福	1421813
儿	1420548
装备	1420212
热情	1418692
吃	1417739
纺织	1417506
牺牲	1417051
愿	1415414
息	1407345
海外	1406368
前面	1406013
花	1403148
悲剧	1402476
写作	1401658
上面	1399867
物理	1398161
爱国	1397564
阅读	1397153
他人	1393365
摆脱	1391915
影	1391902
外贸	1389805
巴	1387932
发言	1387197
尚	1387115
沿海	1386990
上市	1386963
谈话	1384501
整理	1384232
抽象	1383204
遭	1382713
自治区	1381011
百万	1380212
满意	1379704
退休	1379630
老师	1377256
开拓	1376913
从此	1375542
属	1375111
纳	1374784
期限	1370982
梦	1368728
距离	1368641
浙江	1368615
内涵	1367231
考试	1366354
举	1365301
引	1364607
印刷	1363967
英	1363956
接近	1363394
联邦	1362904
事故	1362585
转让	1361515
媒体	1361332
俄罗斯	1361207
早期	1359667
山	1358946
律师	1358412
新华	1358142
注重	1356611
灵活	1356547
适合	1355052
研讨	1354363
解放军	1354322
实在	1353740
汉语	1353509
协助	1352486
间接	1352144
风	1351240
信仰	1350593
审查	1350056
佳	1349939
流行	1349604
策	1346679
方便	1344558
强制	1343624
